,listing_id,available,price,adjusted_price,minimum_nights,maximum_nights,name,latitude,longitude,property_type,room_type,accomodates,bathrooms_text,bedrooms,beds,amenities,host_id,host_name,host_since,host_location,total_reviews,days_since_review,no_of_amenities,Elements,no_of_bath,bath_type,word_in_row,bath_type1,host_for,host_country
1444,48198440,0.0,145.0,145.0,2.0,1125.0,Loft in Antwerp,51.2193,4.4427,Entire loft,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Outdoor furniture"", ""Stove"", ""Piano"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Sound system"", ""Clothing storage: dresser"", ""Pocket wifi"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""BBQ grill"", ""Dining table"", ""Bathtub"", ""Extra pillows and blankets"", ""Wine glasses"", ""Dedicated workspace: table"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Ceiling fan"", ""Hangers"", ""Cleaning products""]",9437912,Iona,2013-10-15,"Duffel, Flanders, Belgium",1.0,251.0,645,645,1.5,Shared,True,True,3120,Belgium
1445,48217222,0.0,99.66666666666669,99.66666666666669,2.0,1125.0,Beautiful appartment in the heart of Antwerp,51.219097,4.397375,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Clothing storage: closet, dresser, and wardrobe"", ""Wifi"", ""Cooking basics"", ""Paid parking lot on premises"", ""Dishes and silverware"", ""Nespresso machine"", ""Induction stove"", ""Lockbox"", ""Toaster"", ""Washer"", ""Conditioner"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Waterfront"", ""Cleaning products"", ""Dining table"", ""Extra pillows and blankets"", ""Wine glasses"", ""TV"", ""Heating"", ""Smeg refrigerator"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Safe"", ""Hangers"", ""Shower gel""]",378128596,Pieter,2020-12-03,"Antwerp, Flanders, Belgium",22.0,181.5909090909091,886,886,1,Private,False,False,514,Belgium
1446,48217347,0.0,80.0,80.0,14.0,1125.0,Antwerp top location! Beautiful 1 BDR apartment,51.22729,4.40859,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Private entrance"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Cooking basics"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",129071533,Funny,2017-05-06,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,181,181,1,Private,False,False,1821,Belgium
1447,48227279,0.0,45.0,45.0,30.0,1125.0,"Recently renovated, light apartment at great spot",51.18437,4.43935,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Private entrance"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Hangers"", ""Iron"", ""Cooking basics"", ""Wifi"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",70627813,Enid,2016-05-06,"Stavelot, Wallonie, Belgium",0.0,2739.1323529411766,263,263,1,Private,False,False,2186,Belgium
1448,48261827,0.0,162.0,162.0,7.0,90.0,Design appartement op toplocatie,51.21321,4.40922,Entire rental unit,Entire home/apt,3,1.5 baths,2.0,2.0,"[""Elevator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Washer"", ""Iron"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dryer"", ""Patio or balcony"", ""Hangers""]",266540939,Katia,2019-06-05,BE,0.0,2739.1323529411766,338,338,1.5,Shared,True,True,1061,BE
1449,48278438,0.0,120.0,120.0,1.0,1125.0,Gerenoveerd appartement op trendy zuid,51.21033,4.39729,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,"[""Private entrance"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",70922398,Zoe,2016-05-08,"Keerbergen, Flanders, Belgium",3.0,149.33333333333334,223,223,1,Private,False,False,2184,Belgium
1450,48436742,0.0,98.66666666666669,98.66666666666669,1.3333333333333333,120.0,Charming appartment  Antwerp!,51.20962,4.40959,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"[""Refrigerator"", ""Elevator"", ""Shower gel"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Outdoor furniture"", ""Piano"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Baking sheet"", ""Mosquito net"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Clothing storage: wardrobe, dresser, and closet"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Crib"", ""Portable fans"", ""Wine glasses"", ""Dining table"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private patio or balcony"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Pour-over coffee"", ""Cleaning products""]",156215779,Laura,2017-10-25,"Antwerp, Flanders, Belgium",29.0,217.68965517241375,756,756,1,Private,False,False,1649,Belgium
1451,48440302,1.0,135.0,135.0,14.0,1125.0,Modern/luxueus stadsappartement omringd door groen,51.1882,4.41755,Entire rental unit,Entire home/apt,2,1.5 baths,2.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""AEG induction stove"", ""Toaster"", ""Washer"", ""Free street parking"", ""Conditioner"", ""Luggage dropoff allowed"", ""Bed linens"", ""Clothing storage: dresser, closet, and wardrobe"", ""Body soap"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""SMEG refrigerator"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Room-darkening shades"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Bread maker"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""Pour-over coffee"", ""TV with standard cable"", ""Shower gel""]",30885764,Benjamin,2015-04-09,"Antwerp, Flanders, Belgium",5.0,376.6,805,805,1.5,Shared,True,True,2579,Belgium
1452,48496645,0.0,79.0,79.0,2.0,1125.0,Romantic in most trendy central hotspot +Breakfast,51.20934,4.3992,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Vintage caliber Bluetooth sound system"", ""Samsung refrigerator"", ""Carbon monoxide alarm"", ""The Nature Box body soap"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Dishes and silverware"", ""Security cameras on property"", ""Baking sheet"", ""Lockbox"", ""Fast wifi \u2013 144 Mbps"", ""Washer"", ""Siemens oven"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Iron"", ""HDTV with Amazon Prime Video, Netflix"", ""Paid parking garage off premises"", ""Central heating"", ""The Nature Box conditioner"", ""Essentials"", ""The Nature Box shampoo"", ""Hot water kettle"", ""Cleaning products"", ""Dining table"", ""Siemens induction stove"", ""Wine glasses"", ""Breakfast"", ""Drying rack for clothing"", ""Dedicated workspace: table"", ""Hot water"", ""Private patio or balcony"", ""Fire extinguisher"", ""Coffee maker"", ""Safe"", ""Hangers"", ""Shower gel""]",162200669,Wout,2017-12-11,"Antwerp, Flanders, Belgium",55.0,257.8909090909091,854,854,1,Private,False,False,1602,Belgium
1453,48522200,0.0,65.0,65.0,14.0,1125.0,Cozy new ground floor appartement with garden,51.28052,4.44538,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Single level home"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Free street parking"", ""Stainless steel oven"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Microwave"", ""Hot water kettle"", ""Long term stays allowed"", ""Waterfront"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Wine glasses"", ""Free parking on premises"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Private entrance"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Clothing storage: dresser and wardrobe"", ""Hangers"", ""Cleaning products""]",159055599,Tinne,2017-11-17,"Antwerp, Flanders, Belgium",5.0,270.0,707,707,1.5,Shared,True,True,1626,Belgium
1454,48536583,0.0,50.0,50.0,3.0,1125.0,Cosy apartment in the centre of Antwerp,51.21076,4.4275,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Clothing storage"", ""Laundromat nearby"", ""Bed linens"", ""Sound system"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Dining table"", ""Room-darkening shades"", ""Wine glasses"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Dishwasher"", ""Coffee maker"", ""Record player"", ""Hangers"", ""Shower gel""]",197293397,Alexis,2018-06-22,"Antwerp, Flanders, Belgium",17.0,326.3529411764706,486,486,1.5,Shared,True,True,1409,Belgium
1455,48607013,0.0,54.66666666666666,54.66666666666666,1.0,1125.0,Modern luxe in authentic apartment,51.19841,4.42595,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Baking sheet"", ""Washer"", ""Clothing storage"", ""Bed linens"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker""]",14643034,Christine,2014-04-23,NL,22.0,290.54545454545456,329,329,1,Private,False,False,2930,NL
1456,48625982,0.0,90.0,90.0,1.0,1125.0,"Beautiful 2P apartment with terrace, Top location",51.21517,4.39793,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Smoke alarm"", ""Hair dryer"", ""Washer"", ""First aid kit"", ""Carbon monoxide alarm"", ""Iron"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",392135675,Bert,2021-03-11,BE,6.0,239.33333333333331,128,128,1,Private,False,False,416,BE
1457,48690102,0.0,38.0,38.0,1.0,100.0,Room in renovated app,51.19535,4.44767,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Hot water"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Washer"", ""Bed linens"", ""Body soap"", ""Dedicated workspace"", ""Cooking basics""]",213883719,Stijn,2018-09-06,BE,0.0,2739.1323529411766,155,155,1,Shared,True,True,1333,BE
1458,48744249,0.0,27.0,27.0,1.0,120.0,Room in renovated appartement,51.19529,4.44766,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,"[""Hot water"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Washer"", ""Bed linens"", ""Body soap"", ""Lock on bedroom door"", ""Cooking basics""]",213883719,Stijn,2018-09-06,BE,1.0,242.0,156,156,1,Shared,True,True,1333,BE
1459,48820300,0.0,58.0,58.0,1.0,100.0,Nice appartement,51.19584,4.44924,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Washer"", ""Laundromat nearby"", ""Stainless steel oven"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dining table"", ""Portable fans"", ""Wine glasses"", ""Dedicated workspace: table"", ""Hot water"", ""Fire extinguisher"", ""Shower gel""]",213883719,Stijn,2018-09-06,BE,4.0,215.25,418,418,1,Private,False,False,1333,BE
1460,48757088,0.0,55.0,55.0,2.0,1125.0,Light and quiet appartement close to city Antwerp,51.221836,4.439186,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,"[""Refrigerator"", ""Shower gel"", ""Kitchen"", ""Paid street parking off premises"", ""Smoke alarm"", ""Shampoo"", ""Gas stove"", ""Outdoor furniture"", ""Single level home"", ""Babysitter recommendations"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Barbecue utensils"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Waterfront"", ""Outdoor dining area"", ""BBQ grill"", ""Dining table"", ""First aid kit"", ""Extra pillows and blankets"", ""Qumi Bluetooth sound system"", ""Crib"", ""Wine glasses"", ""Free parking on premises"", ""Heating"", ""Hot water"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Private entrance"", ""High chair"", ""Private patio or balcony"", ""Shared fenced garden or backyard"", ""Changing table"", ""Hangers"", ""Clothing storage: closet"", ""Cleaning products""]",122262315,Linde,2017-03-23,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,910,910,1,Private,False,False,1865,Belgium
1461,48913172,0.0,119.0,119.0,40.0,1125.0,Botanique appartement,51.2119,4.40653,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,4.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Nespresso machine"", ""Washer"", ""Bed linens"", ""Freezer"", ""Iron"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dining table"", ""Extra pillows and blankets"", ""Wine glasses"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Private entrance"", ""Dishwasher"", ""Dryer"", ""Coffee maker""]",394520652,Yunus,2021-03-28,"Basel, Basel City, Switzerland",3.0,376.0,406,406,1.5,Shared,True,True,399,Switzerland
1462,48927423,1.0,150.0,150.0,1.0,1125.0,Magnifique appartement de vacance,51.21255,4.45352,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Shower gel"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Stove"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Free street parking"", ""Clothing storage"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dining table"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Free parking on premises"", ""Heating"", ""Paid parking off premises"", ""Cleaning before checkout"", ""Hot water"", ""Dishwasher"", ""Coffee maker"", ""Hangers"", ""Cleaning products""]",231404821,Geert,2018-12-19,BE,0.0,2739.1323529411766,572,572,1,Private,False,False,1229,BE
1463,49037228,1.0,55.0,55.0,2.0,1125.0,""" De Provence 176 "" in Antwerpen",51.21172,4.42478,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,1.0,"[""Private entrance"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hangers"", ""Breakfast"", ""Cooking basics"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",41077389,Saskia,2015-08-10,"Antwerp, Flanders, Belgium",9.0,280.0,250,250,1.5,Shared,True,True,2456,Belgium
1464,49120681,0.0,80.0,80.0,1.0,365.0,Tweepersoons kamer met privé badkamer,51.22135,4.40244,Private room in religious building,Private room,2,1 private bath,1.0,2.0,"[""Refrigerator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Baking sheet"", ""Toaster"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dining table"", ""Baby bath"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Coffee maker"", ""Lock on bedroom door""]",17948272,Irina,2014-07-11,"Kortenaken, Flanders, Belgium",15.0,311.26666666666665,406,406,1,Private,False,False,2851,Belgium
1465,49121142,0.0,88.0,88.0,1.0,85.0,Driepersoonskamer met privé badkamer,51.22122,4.40166,Private room in bed and breakfast,Private room,3,1.5 baths,1.0,2.0,"[""Hot water"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",17948272,Irina,2014-07-11,"Kortenaken, Flanders, Belgium",5.0,242.2,201,201,1.5,Shared,True,True,2851,Belgium
1466,49133684,0.0,118.0,118.0,2.0,1125.0,Beautiful city apartment with river view & parking,51.22349,4.39966,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Stove"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Lockbox"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Iron"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Waterfront"", ""Dining table"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Free parking on premises"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Bluetooth sound system"", ""Dishwasher"", ""Coffee maker"", ""Hangers"", ""Clothing storage: wardrobe and closet"", ""Central air conditioning"", ""Cleaning products""]",37848810,Dominic,2015-07-08,Netherlands,37.0,269.8918918918919,743,743,1.5,Shared,True,True,2489,Netherlands
1467,49156426,1.0,94.0,94.0,1.0,1125.0,A tropical stay in the touristic heart of Antwerp,51.21024,4.39844,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Bathtub"", ""Body soap"", ""Lock on bedroom door"", ""Wifi"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",396494764,Christophe,2021-04-11,"Lommel, Flanders, Belgium",32.0,289.15625,212,212,1,Private,False,False,385,Belgium
1468,50167525,1.0,94.0,94.0,1.0,1125.0,An urban oasis in the touristic heart of Antwerp,51.21073,4.40013,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Heating"", ""Essentials""]",396494764,Christophe,2021-04-11,"Lommel, Flanders, Belgium",47.0,237.2340425531915,129,129,1,Private,False,False,385,Belgium
1469,51185891,1.0,121.0,121.0,2.0,1125.0,A delightful apartment in the heart of Antwerp,51.21048,4.40001,Private room in serviced apartment,Private room,2,1 private bath,1.0,1.0,"[""Fire extinguisher"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Lock on bedroom door"", ""Air conditioning""]",396494764,Christophe,2021-04-11,"Lommel, Flanders, Belgium",0.0,2739.1323529411766,126,126,1,Private,False,False,385,Belgium
1470,49194091,0.0,18.0,18.0,5.0,1125.0,Ruime kamer in gezellig appartement,51.21932,4.4522,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,"[""Hot water"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Washer"", ""Free parking on premises"", ""Bed linens"", ""Body soap"", ""Dedicated workspace"", ""Wifi"", ""Cooking basics"", ""Paid parking off premises""]",396811490,Laura,2021-04-13,"Antwerp, Flanders, Belgium",4.0,252.5,193,193,1,Shared,True,True,383,Belgium
1471,49243462,0.0,89.0,89.0,2.0,1125.0,Cosy and spacious apartment!,51.19047,4.3905,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Shower gel"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Essentials"", ""Long term stays allowed"", ""Dining table"", ""Room-darkening shades"", ""Heating"", ""Hot water"", ""Dishwasher"", ""Coffee maker"", ""Hangers"", ""Cleaning products""]",45495920,Nils,2015-10-01,"Brasschaat, Flanders, Belgium",15.0,275.8,336,336,1,Private,False,False,2404,Belgium
1472,49266030,0.0,60.0,60.0,2.0,1125.0,adorable apartment near the city centre,51.20935,4.41495,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,"[""Private entrance"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Washer"", ""Hair dryer"", ""First aid kit"", ""Hangers"", ""Iron"", ""Wifi"", ""Cooking basics"", ""Heating"", ""Essentials""]",266738812,Jeroen,2019-06-06,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,168,168,1,Private,False,False,1060,Belgium
1473,49268667,0.0,35.0,35.0,1.0,365.0,Gezellige studio in de Joodse buurt,51.20822,4.4166,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water"", ""Elevator"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",152417886,Jan,2017-09-28,"Zwijndrecht, Vlaanderen, Belgium",42.0,240.7619047619048,128,128,1,Private,False,False,1676,Belgium
1474,49284867,0.0,67.66666666666667,67.66666666666667,2.0,1125.0,Gezellig appartementje op toplocatie!,51.21525,4.40733,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Bed linens"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Room-darkening shades"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel""]",68066450,Fiona,2016-04-20,"Antwerp, Flanders, Belgium",37.0,258.81081081081084,380,380,1.5,Shared,True,True,2202,Belgium
1475,49380967,0.0,125.0,125.0,1.0,1125.0,Cozy apartment w/ closed garage,51.20097,4.40702,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""43\"" HDTV with Netflix, standard cable"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Lockbox"", ""Indoor fireplace"", ""Toaster"", ""Free street parking"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Microwave"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Room-darkening shades"", ""Wine glasses"", ""Paid parking off premises"", ""Cleaning before checkout"", ""Hot water"", ""Fire extinguisher"", ""Dishwasher"", ""Free parking garage on premises \u2013 1 space"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""Clothing storage: closet"", ""Shower gel""]",42194389,Aymeric,2015-08-22,"Antwerp, Flanders, Belgium",3.0,142.66666666666666,827,827,1,Private,False,False,2444,Belgium
1476,49441375,0.0,90.0,90.0,2.0,1125.0,Licht en hyper aangenaam Appartement,51.18417,4.43968,Entire rental unit,Entire home/apt,3,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Outdoor furniture"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Washer"", ""Laundromat nearby"", ""Stainless steel oven"", ""Bed linens"", ""Freezer"", ""Clothing storage: dresser"", ""Iron"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Outdoor dining area"", ""Dining table"", ""First aid kit"", ""Wine glasses"", ""Free parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private patio or balcony"", ""Fire extinguisher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cleaning products""]",304538310,Mathieu,2019-10-25,"Antwerp, Flanders, Belgium",3.0,156.33333333333334,590,590,1.5,Shared,True,True,919,Belgium
1477,49458243,1.0,295.0,295.0,2.0,1125.0,Modern design and bright loft with view on the MAS,51.22854,4.40514,Entire loft,Entire home/apt,4,2.5 baths,2.0,2.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Heating"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Dryer"", ""Hangers""]",259360296,Isabelle,2019-05-02,BE,9.0,186.22222222222223,343,343,2.5,Shared,True,True,1095,BE
